"miu","be","sig","a","q","LogL","AIC","BIC"
0.607522554,0.900011875,0.367984594,1.420965832,2.107475947,-9274.110698,18558.2214,18591.88856
0.621251292,0.896658159,0.151050934,1.420612186,2.250618785,-9274.214965,18558.42993,18592.09709
1.00039451,0.985769376,0.088708044,1.275560985,2.365672282,-9274.432718,18558.86544,18592.5326
0.760959279,0.899480447,0.190828979,1.292939436,2.099569774,-9274.651174,18559.30235,18592.96951
0.8513151,0.953848408,0.246459911,1.329732188,2.111203437,-9274.659208,18559.31842,18592.98558
0.694063971,0.958958633,0.286305086,1.397988057,2.261766582,-9274.745926,18559.49185,18593.15902
0.684048053,0.909876195,0.229891853,1.265014646,2.099588741,-9274.77729,18559.55458,18593.22174
0.246720492,0.885025715,0.332956609,1.715416575,2.096609288,-9274.787155,18559.57431,18593.24147
0.755051338,0.930662521,0.136598072,1.478350638,2.045204258,-9275.503671,18561.00734,18594.67451
0.597626925,0.869203336,0.265943837,1.274738596,2.097722527,-9275.51161,18561.02322,18594.69038
0.746720408,0.875431232,0.362137469,1.370824698,2.705274399,-9275.815667,18561.63133,18595.2985
0.748075805,0.899594383,0.366526336,1.483242516,2.145744233,-9275.869927,18561.73985,18595.40702
0.804646449,0.942634757,0.180966067,1.249580867,2.165044875,-9275.902733,18561.80547,18595.47263
0.595822357,0.877128841,0.290041404,1.282412964,2.118610158,-9276.746426,18563.49285,18597.16002
1.074858232,0.953950299,0.268195133,1.48496604,2.484321365,-9277.67542,18565.35084,18599.018
0.19096129,0.899634893,0.302084076,1.625449276,2.753575094,-9278.174896,18566.34979,18600.01696
0.664448498,0.816559796,0.307339761,1.317921234,2.222199586,-9278.595403,18567.19081,18600.85797
0.662266622,0.947453744,0.156013771,1.233361262,2.064536859,-9278.704076,18567.40815,18601.07532
1.023460816,0.969295643,0.246170927,1.326131972,2.426217409,-9279.82203,18569.64406,18603.31122
0.182435173,0.900038636,0.273905825,1.698910515,2.099086043,-9279.832233,18569.66447,18603.33163
0.890276392,0.92939695,0.219815807,1.285338236,2.150503285,-9280.774543,18571.54909,18605.21625
0.778799018,0.877684369,0.281928656,1.314808635,2.110165942,-9280.915863,18571.83173,18605.49889
1.214649074,0.979030673,0.211734785,1.337533156,2.151973014,-9282.071784,18574.14357,18607.81073
0.65062002,0.878606081,0.319616486,1.303489457,2.122480667,-9283.051736,18576.10347,18609.77064
0.662064234,0.828843551,0.288982666,1.302520831,2.17898434,-9283.183372,18576.36674,18610.03391
0.611143911,0.916996714,0.267286478,1.269228788,2.108175576,-9283.417777,18576.83555,18610.50272
0.590367927,0.969779744,0.224400726,1.627213147,2.092285687,-9284.753655,18579.50731,18613.17448
0.500801115,0.977148619,0.070733256,1.244562373,2.103500682,-9285.377336,18580.75467,18614.42184
0.259860661,0.912665403,0.196638426,1.248989113,2.299353801,-9285.38638,18580.77276,18614.43993
0.354182155,0.930900807,0.201773249,1.235508161,2.156931124,-9285.502892,18581.00578,18614.67295
0.464245047,0.611830093,0.531614878,1.46116445,2.399313097,-9285.623032,18581.24606,18614.91323
0.862845821,0.957571401,0.18799633,1.261315076,2.038218582,-9286.644494,18583.28899,18616.95615
0.789404919,0.944623251,0.201280211,1.23433636,2.184766376,-9287.172789,18584.34558,18618.01274
0.604479216,0.90783996,0.255983694,1.255011179,2.101457447,-9287.95838,18585.91676,18619.58393
0.692016689,0.942185913,0.159575548,1.223406202,2.070782171,-9288.182173,18586.36435,18620.03151
0.929925378,0.936677194,0.270881962,1.331600026,2.099567887,-9288.983025,18587.96605,18621.63322
0.835532916,0.889764486,0.319430845,1.368380417,2.085359802,-9289.222811,18588.44562,18622.11279
1.050625338,0.924871804,0.294715187,1.451069754,2.072787386,-9289.36125,18588.7225,18622.38967
0.632683299,0.846477876,0.253831671,1.268605458,2.165166525,-9289.406541,18588.81308,18622.48025
0.508164481,0.912189314,0.266796929,1.256335117,2.169456545,-9289.687347,18589.37469,18623.04186
0.536620996,0.896584337,0.312503734,1.284727938,2.148874439,-9289.861371,18589.72274,18623.38991
0.774990771,0.826025204,0.369803459,1.405375964,2.224943906,-9291.052543,18592.10509,18625.77225
0.337032118,0.897127683,0.27333982,1.733109949,2.099592162,-9291.101363,18592.20273,18625.86989
0.842835788,0.926262867,0.252745597,1.286901185,2.1138404,-9291.301441,18592.60288,18626.27005
0.988579816,0.977683933,0.269855987,1.501064197,2.059221213,-9292.306768,18594.61354,18628.2807
0.854760822,0.900047886,0.207583808,1.434306537,2.23801546,-9292.66383,18595.32766,18628.99483
1.083310678,0.954269396,0.267619293,1.354666786,2.197885233,-9292.775627,18595.55125,18629.21842
0.559147158,0.89971226,0.298115681,1.253537477,2.305377168,-9294.082219,18598.16444,18631.8316
0.715072023,0.899590249,0.400945695,1.475697534,2.262543504,-9295.401994,18600.80399,18634.47115
0.81550613,0.916635336,0.362464223,1.588338709,2.09119119,-9296.017861,18602.03572,18635.70289
0.771122731,0.966789646,0.18890185,1.236523878,2.124234987,-9297.309062,18604.61812,18638.28529
0.887160464,0.916226826,0.195403203,1.285041874,2.163881194,-9298.637917,18607.27583,18640.943
0.779721257,0.956442962,0.158831023,1.211403862,2.155326375,-9298.823988,18607.64798,18641.31514
0.476504032,0.981945496,0.123723595,1.214776349,2.075823786,-9299.33389,18608.66778,18642.33495
0.673403104,0.894995331,0.19500035,1.238695855,2.100344174,-9299.486566,18608.97313,18642.6403
0.658235914,0.946506958,0.115250189,1.216579858,2.068904035,-9299.605892,18609.21178,18642.87895
0.833148076,0.905413132,0.364654379,1.433701949,2.100456325,-9299.819685,18609.63937,18643.30653
0.762866934,0.940185193,0.194736076,1.23051267,2.071192731,-9300.381345,18610.76269,18644.42986
0.746086124,0.899651665,0.318798765,1.294300727,2.192871394,-9300.434599,18610.8692,18644.53636
0.959048003,0.912233004,0.216988272,1.342399236,1.938985862,-9300.562696,18611.12539,18644.79256
0.775056314,0.914485969,0.254740089,1.257726147,2.108445679,-9300.585279,18611.17056,18644.83772
0.890412596,0.935918234,0.276809882,1.290578228,2.245250325,-9300.605513,18611.21103,18644.87819
0.699591077,0.945966174,0.117870739,1.211091679,2.118831961,-9301.456714,18612.91343,18646.58059
0.772597166,0.823976976,0.348239724,1.357804312,2.265490397,-9302.664476,18615.32895,18648.99612
0.89867956,0.89860186,0.349637997,1.569431227,2.099617678,-9302.79359,18615.58718,18649.25434
0.14194659,0.972236719,0.193553239,1.258959448,2.063456781,-9304.963805,18619.92761,18653.59477
0.552369906,0.92191901,0.160199406,1.205007569,2.12069103,-9305.539771,18621.07954,18654.74671
0.95519817,0.931329944,0.281231078,1.321990256,2.102741387,-9306.19521,18622.39042,18656.05759
0.616785862,0.796476155,0.406062883,1.320331077,2.150289518,-9307.593641,18625.18728,18658.85445
0.669905527,0.980261973,0.094933219,1.202221515,2.132259369,-9309.417615,18628.83523,18662.50239
0.445958212,0.879104845,0.138156189,1.445859634,2.237504926,-9310.517591,18631.03518,18664.70235
0.612283433,0.876506144,0.357873851,1.674927712,2.616708459,-9310.803225,18631.60645,18665.27362
0.982784177,0.959251661,0.298417374,1.60461223,2.118307441,-9310.87538,18631.75076,18665.41792
0.428429475,0.89998376,0.341970151,1.303152404,2.09965512,-9311.435667,18632.87133,18666.5385
0.827536417,0.900040359,0.342376699,1.34055999,2.099684396,-9312.802414,18635.60483,18669.27199
0.676780386,0.813094413,0.280454905,1.261728974,2.330614833,-9312.847057,18635.69411,18669.36128
0.88163461,0.899481977,0.316572319,1.309701717,2.163937923,-9313.331746,18636.66349,18670.33066
0.723545724,0.91699499,0.397335488,1.48918879,2.216732043,-9313.527573,18637.05515,18670.72231
0.749308805,0.840312799,0.33980703,1.287473131,2.231994781,-9313.92799,18637.85598,18671.52315
0.734819502,0.947904745,0.174326299,1.198004242,2.107906879,-9314.949884,18639.89977,18673.56693
0.4799028,0.898786962,0.4113264,1.411295403,2.100323278,-9316.386786,18642.77357,18676.44074
0.816111291,0.90386409,0.231575524,1.233978027,2.184169302,-9317.763711,18645.52742,18679.19459
0.68828878,0.756859579,0.391667858,1.326569297,2.331705777,-9318.646164,18647.29233,18680.95949
0.668371151,0.896285047,0.327516025,1.278401425,2.106571453,-9319.042834,18648.08567,18681.75283
0.950736717,0.904144862,0.370186477,1.479986267,2.089781628,-9319.570935,18649.14187,18682.80903
0.723571113,0.858487579,0.315000312,1.266917013,2.090926222,-9319.940218,18649.88044,18683.5476
0.99104436,0.900023903,0.27490942,1.345565628,2.099523571,-9320.195144,18650.39029,18684.05745
0.61670858,0.900006433,0.322408563,1.272935838,2.099849894,-9320.401046,18650.80209,18684.46926
0.772046629,0.881951698,0.277423521,1.254607455,2.095436902,-9320.554616,18651.10923,18684.7764
0.464544824,0.912481654,0.321679476,1.284109802,2.081891739,-9321.064657,18652.12931,18685.79648
0.723951002,0.880690558,0.267274728,1.231656572,2.133817132,-9321.463706,18652.92741,18686.59458
0.612683467,0.975802552,0.116318307,1.17941561,2.128543854,-9322.445963,18654.89193,18688.55909
0.47876252,0.616067082,0.670298648,1.818938513,2.110417674,-9323.056618,18656.11324,18689.7804
0.739056003,0.975748444,0.083131096,1.191735285,2.101440757,-9323.20902,18656.41804,18690.08521
0.795146221,0.941615018,0.151406795,1.195908631,2.095844456,-9325.0257,18660.0514,18693.71857
0.706194879,0.818332828,0.273469848,1.266506115,2.114933008,-9326.067045,18662.13409,18695.80126
0.689840731,0.955157606,0.146709144,1.165192728,2.311276243,-9326.410336,18662.82067,18696.48784
0.713636023,0.976847013,0.073093472,1.184541611,2.207912934,-9326.468496,18662.93699,18696.60416
0.627436902,0.96509664,0.113398577,1.175162769,2.099896598,-9329.461896,18668.92379,18702.59096
0.664995265,0.911499696,0.109069573,1.377373615,2.131115627,-9329.618568,18669.23714,18702.9043
0.406569901,0.878579166,0.277918411,1.204175491,2.343322657,-9330.278299,18670.5566,18704.22376
0.853541765,0.863555991,0.242470407,1.307888379,1.938948895,-9330.695694,18671.39139,18705.05855
0.885153683,0.875638335,0.307188207,1.29638461,2.10716828,-9331.326808,18672.65362,18706.32078
0.648805724,0.889816369,0.125287826,1.388383266,2.107451681,-9331.356085,18672.71217,18706.37934
0.709606942,0.950929634,0.13059491,1.176550902,2.114653544,-9331.470686,18672.94137,18706.60854
0.989518136,0.92098792,0.252672919,1.26717415,2.080821393,-9333.464395,18676.92879,18710.59595
0.871373725,0.989725617,0.096864227,1.184022303,2.184469007,-9333.519672,18677.03934,18710.70651
0.603196093,0.927366955,0.384249042,1.380000402,2.209816159,-9333.563612,18677.12722,18710.79439
0.348044987,0.90009293,0.312570523,1.248819315,2.172668226,-9334.625773,18679.25155,18712.91871
0.425943195,0.790440673,0.285104627,1.279194043,1.969399565,-9334.910608,18679.82122,18713.48838
0.398428233,0.843711195,0.40103208,1.844213235,2.09851978,-9336.528713,18683.05743,18716.72459
0.69560609,0.911514132,0.165155424,1.598882046,2.1672787,-9336.613507,18683.22701,18716.89418
1.120670637,0.926253347,0.278173359,1.311045428,2.246659217,-9337.131167,18684.26233,18717.9295
0.753142379,0.898259679,0.304185999,1.250317107,2.099041268,-9337.402978,18684.80596,18718.47312
0.456972561,0.921464206,0.3529759,1.315088223,2.091393647,-9337.726082,18685.45216,18719.11933
0.767850352,0.873432316,0.187983649,1.260650578,2.142312856,-9337.9428,18685.8856,18719.55277
0.660329031,0.85483285,0.454425875,1.352597234,2.436000625,-9338.086195,18686.17239,18719.83955
0.893573473,0.899965943,0.374238653,1.340887111,2.316082956,-9338.520715,18687.04143,18720.70859
0.726215194,0.972226604,0.117061065,1.167644131,2.139968047,-9338.672759,18687.34552,18721.01268
0.898034283,0.948996679,0.225529777,1.656891795,2.371407384,-9339.725512,18689.45102,18723.11819
0.74050947,0.844386427,0.251506355,1.242383795,2.026286789,-9340.898864,18691.79773,18725.46489
0.65806096,0.906089222,0.143841607,1.199158487,2.132857126,-9341.024597,18692.04919,18725.71636
0.721187593,0.833717961,0.241085835,1.232655945,2.255642345,-9341.316252,18692.6325,18726.29967
1.034445698,0.899992844,0.246083024,1.421360749,2.099457734,-9344.428434,18698.85687,18732.52403
0.843628753,0.909929705,0.188980996,1.196592213,2.33164581,-9344.514012,18699.02802,18732.69519
0.91880876,0.955654292,0.266447048,1.263983023,2.056090895,-9344.842917,18699.68583,18733.353
0.461222681,0.85868611,0.466718787,1.730845646,2.695995394,-9344.917147,18699.83429,18733.50146
0.425977174,0.90002106,0.0999766,1.395316995,2.099508609,-9344.953685,18699.90737,18733.57453
0.578471701,0.884036677,0.269474795,1.205156742,2.082369319,-9345.333052,18700.6661,18734.33327
0.878336103,0.899110225,0.363211137,1.313519732,2.229564711,-9345.970799,18701.9416,18735.60876
0.30181391,0.882967467,0.307102214,1.241303434,2.138934082,-9347.151128,18704.30226,18737.96942
0.134561854,0.783333696,0.378739099,1.372744541,2.070863228,-9347.369049,18704.7381,18738.40526
0.875335088,0.856319674,0.282431102,1.282155976,2.198896132,-9348.179894,18706.35979,18740.02695
0.682386708,0.942955578,0.399964539,1.545337546,2.527230484,-9348.907318,18707.81464,18741.4818
1.053154467,0.9303489,0.281527391,1.278130404,2.080580342,-9349.028376,18708.05675,18741.72392
0.717791473,0.905021774,0.153263415,1.18576162,2.203851368,-9349.082434,18708.16487,18741.83203
0.075778855,0.89535092,0.358202464,1.742131523,2.475972462,-9350.351303,18710.70261,18744.36977
0.843843954,0.977937316,0.168111609,1.178777647,2.218314545,-9350.409208,18710.81842,18744.48558
0.579423116,0.899424017,0.210533582,1.17946272,2.099912356,-9350.826212,18711.65242,18745.31959
0.778603142,0.855738981,0.293554599,1.220208956,2.217766457,-9351.363291,18712.72658,18746.39375
0.63277794,0.852251985,0.400130393,1.287189791,2.101705999,-9352.820112,18715.64022,18749.30739
0.557253113,0.90000582,0.099993534,1.263572687,2.224476648,-9353.24793,18716.49586,18750.16303
0.54061598,0.900018211,0.466914603,1.484826304,2.104833473,-9353.761396,18717.52279,18751.18996
0.809682131,0.959601061,0.142430058,1.165310585,2.128644901,-9354.063218,18718.12644,18751.7936
0.747514724,0.948228254,0.391959985,1.5603222,2.235457779,-9354.577791,18719.15558,18752.82275
1.008644735,0.873253171,0.378536221,1.517063358,2.191614398,-9355.938313,18721.87663,18755.54379
1.040452281,0.900015666,0.310965407,1.29599361,2.278261168,-9357.333411,18724.66682,18758.33399
0.890696111,0.891494802,0.37195296,1.301575804,2.267943733,-9357.790703,18725.58141,18759.24857
0.659785018,0.900202787,0.301200925,1.21595033,2.142475427,-9358.498187,18726.99637,18760.66354
0.693382846,0.977648643,0.188913035,1.188642445,2.147995982,-9358.954796,18727.90959,18761.57676
0.8969959,0.897468206,0.348289343,1.293028915,2.102169563,-9359.231703,18728.46341,18762.13057
0.82107429,0.819961195,0.264907144,1.308902362,2.1096351,-9359.512156,18729.02431,18762.69148
0.48006342,0.72592957,0.640859845,1.526203677,2.220012601,-9359.933624,18729.86725,18763.53441
0.590286114,0.842979005,0.318628245,1.199177193,2.208789974,-9360.112915,18730.22583,18763.89299
0.465996884,0.988176893,0.071441608,1.165464012,2.122699936,-9360.857022,18731.71404,18765.38121
0.879359414,0.900011999,0.372043863,1.312487014,2.099720022,-9361.035169,18732.07034,18765.7375
0.850200085,0.880337188,0.293433344,1.236689589,2.10265593,-9361.633456,18733.26691,18766.93408
0.731049748,0.980968928,0.124465521,1.161310663,2.092097212,-9361.663587,18733.32717,18766.99434
0.238018087,0.847283687,0.512475989,1.444638888,2.11968659,-9362.314864,18734.62973,18768.29689
0.732213211,0.964234821,0.243499078,1.217828685,2.150240562,-9362.610713,18735.22143,18768.88859
0.627005363,0.902691065,0.249338302,1.183089987,2.103298258,-9363.165597,18736.33119,18769.99836
0.277403637,0.899530472,0.247285797,1.209109966,2.098390139,-9363.578868,18737.15774,18770.8249
0.670397062,0.962195926,0.065033469,1.187797379,2.100087673,-9366.864842,18743.72968,18777.39685
1.051437141,0.873711597,0.325158265,1.402984961,2.09902603,-9366.912173,18743.82435,18777.49151
0.783699725,0.871894154,0.228847522,1.199318467,2.109088164,-9367.79477,18745.58954,18779.25671
0.690518067,0.854702244,0.154516815,1.254193485,2.071860996,-9368.191853,18746.38371,18780.05087
0.604968699,0.898867247,0.131908567,1.185381849,2.097988944,-9370.47523,18750.95046,18784.61763
0.893085214,0.819761593,0.334674201,1.364363145,2.5156258,-9370.52284,18751.04568,18784.71284
0.812879766,0.934982856,0.143606167,1.163891021,2.104871817,-9370.784752,18751.5695,18785.23667
0.485064019,0.900012413,0.441285056,1.373552627,2.099459832,-9370.941533,18751.88307,18785.55023
0.560926322,0.898878181,0.267524901,1.173741563,2.209542038,-9371.063449,18752.1269,18785.79406
0.298298782,0.878904835,0.272663875,1.788591098,2.362716376,-9371.253461,18752.50692,18786.17409
0.740072912,0.912600833,0.251952865,1.180016057,2.107977151,-9371.704128,18753.40826,18787.07542
0.359807208,0.900711915,0.210181501,1.097938704,3.238021541,-9373.940533,18757.88107,18791.54823
0.58064503,0.90001011,0.354732346,1.239023933,2.175390072,-9374.171546,18758.34309,18792.01026
0.716615172,0.891355439,0.140170206,1.204801122,2.085925466,-9374.27906,18758.55812,18792.22529
0.860364976,0.957082604,0.103320644,1.163650784,2.11647064,-9374.687222,18759.37444,18793.04161
0.712348971,0.981762649,0.1184252,1.150549587,2.07890549,-9374.771612,18759.54322,18793.21039
0.546905571,0.88437399,0.237148595,1.171403838,2.121342991,-9375.825789,18761.65158,18795.31874
-0.288279703,0.921387632,0.378486697,1.416322095,2.115260065,-9376.280891,18762.56178,18796.22895
0.724988545,0.900008331,0.364942093,1.256534632,2.148961653,-9376.570682,18763.14136,18796.80853
0.420374984,0.90008385,0.099827225,1.460021302,2.225098808,-9376.867429,18763.73486,18797.40202
0.696581994,0.902333702,0.231226764,1.167814272,2.108889475,-9376.89814,18763.79628,18797.46345
0.642059602,0.934827504,0.152430571,1.13852989,2.165688159,-9379.067348,18768.1347,18801.80186
0.675955737,0.899638408,0.354263598,1.244879484,2.098748228,-9379.813632,18769.62726,18803.29443
0.923661971,0.892149169,0.195479952,1.23836607,2.093910059,-9382.437986,18774.87597,18808.54314
0.806258538,0.907424525,0.316473579,1.218617319,2.158704504,-9383.411956,18776.82391,18810.49108
0.805229354,0.867489592,0.377817557,1.264009457,2.097656648,-9384.350455,18778.70091,18812.36807
0.740717333,0.832891095,0.502324502,1.702110489,2.842230564,-9384.704662,18779.40932,18813.07649
0.805677233,0.900005728,0.267215826,1.178864958,2.161438673,-9385.983389,18781.96678,18815.63394
0.152163908,0.447083838,0.807753413,2.45072778,2.931706534,-9386.455854,18782.91171,18816.57887
0.615552243,0.834293022,0.210730418,1.186638279,2.068172356,-9386.575799,18783.1516,18816.81876
0.678061988,0.873344184,0.397709095,1.266796129,2.071133317,-9386.62293,18783.24586,18816.91302
1.037924638,0.963480302,0.329926809,1.323722396,2.056245257,-9388.854312,18787.70862,18821.37579
0.926302425,0.945657426,0.223330751,1.16789523,2.15507149,-9389.556436,18789.11287,18822.78004
0.588566618,0.900162603,0.09949622,1.211354275,2.100433162,-9392.838371,18795.67674,18829.34391
0.769624922,0.91823683,0.45319065,1.445800851,2.193523196,-9392.992479,18795.98496,18829.65212
0.605220807,0.932022284,0.281694274,1.197820611,2.051943348,-9393.765458,18797.53092,18831.19808
0.679129642,0.968888542,0.120789371,1.123086273,2.111424875,-9394.443001,18798.886,18832.55317
0.947098968,0.948302417,0.208118335,1.163591161,2.115915532,-9394.529941,18799.05988,18832.72705
0.530684425,0.949665984,0.144926617,1.128570746,2.121772621,-9394.672604,18799.34521,18833.01237
0.513186154,0.899120575,0.274599352,1.167397159,2.148104024,-9394.690525,18799.38105,18833.04822
0.679630411,0.912792582,0.198391872,1.138439638,2.122202423,-9396.08154,18802.16308,18835.83025
0.730657621,0.89978192,0.099966569,1.254517194,2.099706037,-9400.845177,18811.69035,18845.35752
0.694998671,0.928633779,0.19024243,1.125870005,2.176008929,-9401.898501,18813.797,18847.46417
1.18953122,0.900016892,0.364975132,1.353859524,2.240757549,-9402.233116,18814.46623,18848.1334
0.966456515,0.92751004,0.270804862,1.197122324,2.12298921,-9402.241383,18814.48277,18848.14993
0.818120601,0.899858281,0.36366929,1.244066532,2.133974644,-9402.285988,18814.57198,18848.23914
-0.043184251,0.876438629,0.484276804,1.816067287,2.075287749,-9403.031034,18816.06207,18849.72923
0.957855806,0.900013174,0.431475417,1.356473558,2.099692607,-9406.344673,18822.68935,18856.35651
0.680804271,0.974022849,0.099618258,1.122791002,2.112322594,-9406.443663,18822.88733,18856.55449
0.769933354,0.901891191,0.266608514,1.163384153,2.103477206,-9406.57789,18823.15578,18856.82294
0.855729216,0.890612009,0.335007462,1.193013402,2.357689679,-9407.221686,18824.44337,18858.11054
0.855318507,0.838263485,0.235377484,1.225213443,2.094847144,-9407.227153,18824.45431,18858.12147
0.787156608,0.913033018,0.109491191,1.404451322,2.168534893,-9413.006205,18836.01241,18869.67958
0.682976478,0.974670605,0.087156041,1.118861834,2.075473443,-9417.340421,18844.68084,18878.34801
0.761861281,0.914955633,0.106434791,1.165357967,2.103673149,-9417.707544,18845.41509,18879.08225
0.761342145,0.899805584,0.099989713,1.24790512,2.099783982,-9418.064586,18846.12917,18879.79634
0.977313694,0.844263436,0.484821921,1.416657755,2.176650552,-9418.440994,18846.88199,18880.54915
0.658721975,0.966651096,0.142731274,1.118353391,2.088935727,-9419.188838,18848.37768,18882.04484
0.676162621,0.902178266,0.245837598,1.141225615,2.102001439,-9420.846438,18851.69288,18885.36004
0.749357574,0.962056843,0.197580996,1.137278562,2.09918421,-9422.171525,18854.34305,18888.01021
0.693351509,0.935499638,0.467751949,1.601563954,2.752205762,-9422.73111,18855.46222,18889.12938
0.689539778,0.900291415,0.100953131,1.405275755,2.288064916,-9424.23965,18858.4793,18892.14647
0.67322623,0.860357884,0.36216014,1.19258154,2.090160837,-9424.519233,18859.03847,18892.70563
0.649158994,0.923049064,0.336508601,1.179530187,2.410265217,-9425.032713,18860.06543,18893.73259
0.568133013,0.899762502,0.538542323,1.46913872,2.90884707,-9426.354471,18862.70894,18896.37611
0.675670418,0.924761478,0.238794579,1.13923421,2.081131163,-9428.435643,18866.87129,18900.53845
0.701433603,0.876669078,0.18654461,1.125819862,2.162615393,-9431.757597,18873.51519,18907.18236
0.647086244,0.892156349,0.22036971,1.12983651,2.063103569,-9432.186978,18874.37396,18908.04112
0.829011406,0.815034772,0.217326714,1.217248544,2.127638583,-9433.475504,18876.95101,18910.61817
0.561168117,0.900004498,0.289872838,1.151995918,2.099895053,-9433.715952,18877.4319,18911.09907
0.915158036,0.899669404,0.430258503,1.307058058,2.100721946,-9436.512095,18883.02419,18916.69135
0.576816142,0.89946219,0.215190259,1.10044527,2.318598281,-9437.488085,18884.97617,18918.64333
0.47045964,0.90282406,0.355639547,1.18593473,2.199261142,-9438.087418,18886.17484,18919.842
0.831788666,0.893649277,0.132241768,1.174052033,2.100822508,-9439.855985,18889.71197,18923.37914
0.734207568,0.840471329,0.228466109,1.588252051,2.529554278,-9441.888414,18893.77683,18927.44399
0.827278388,0.926969258,0.215498909,1.112732256,2.211280382,-9443.205192,18896.41038,18930.07755
0.719683811,0.901934515,0.287920359,1.142250494,2.134236006,-9444.017828,18898.03566,18931.70282
0.766164661,0.901069571,0.226713141,1.12269827,2.10372191,-9445.544305,18901.08861,18934.75578
0.896704699,0.920943334,0.235422413,1.132849649,2.114470553,-9448.973282,18907.94656,18941.61373
0.775755814,0.912022159,0.16784293,1.10793668,2.109152306,-9449.872916,18909.74583,18943.413
0.790936655,0.867304064,0.215044447,1.122260647,2.176316221,-9451.436741,18912.87348,18946.54065
0.760939716,0.900483048,0.099494622,1.168216249,2.100501661,-9453.115458,18916.23092,18949.89808
0.194566309,0.900021777,0.491245782,1.861505435,2.207577848,-9454.097987,18918.19597,18951.86314
0.196134631,0.898317324,0.340766407,1.881775754,2.413275327,-9454.829249,18919.6585,18953.32566
0.260380546,0.899919367,0.100207495,1.273524167,2.223127637,-9456.328624,18922.65725,18956.32441
0.732027402,0.900003478,0.195189535,1.10547873,2.099918857,-9458.776799,18927.5536,18961.22076
0.616723147,0.899210511,0.361689921,1.17423401,2.206269048,-9458.992025,18927.98405,18961.65121
1.016512286,0.958913553,0.252713784,1.144752095,2.231066449,-9461.053152,18932.1063,18965.77347
0.700854371,0.901287958,0.198793639,1.102588049,2.106907698,-9462.991303,18935.98261,18969.64977
