"miu","be","sig","lam","del","w","LogL","AIC","BIC"
0.064597078,0.85678919,0.440288306,0.48253858,0.623177418,0.965614828,-9864.55716,19741.11432,19782.01188
0.59012914,0.91943147,0.11165662,0.271070655,0.707497153,0.74444805,-9864.93122,19741.86244,19782.76
0.422172272,0.978086198,0.118032135,0.248599834,0.750747115,0.673804513,-9865.3846,19742.7692,19783.66676
0.114839675,0.918104123,0.228891339,0.201156303,0.754940138,0.840830288,-9865.82212,19743.64424,19784.5418
0.464957467,0.933625919,0.231843084,0.497410699,1.008301882,0.608384569,-9865.89968,19743.79936,19784.69692
0.552141865,0.898795979,0.28316522,0.109322368,0.730005753,0.708408234,-9867.18957,19746.37914,19787.2767
0.539777015,0.900625614,0.377701953,0.31603783,0.87149262,0.707155904,-9867.28076,19746.56152,19787.45908
0.761923746,0.900037537,0.272935133,0.205281215,0.761338599,0.676458579,-9867.92719,19747.85438,19788.75194
0.67436252,0.925299939,0.238099227,0.211719509,0.797035068,0.62545094,-9868.51652,19749.03304,19789.9306
0.634638647,0.963551618,0.101315762,0.192326804,0.706462128,0.745741714,-9868.54754,19749.09508,19789.99264
0.355093846,0.87565395,0.298795053,0.45771456,0.91024346,0.729928385,-9868.90619,19749.81238,19790.70994
0.654803304,0.971564663,0.20856983,0.221636697,0.739235273,0.715993908,-9869.35765,19750.7153,19791.61286
0.150799371,0.899311255,0.377219067,0.387508642,0.899166983,0.600880246,-9870.36945,19752.7389,19793.63646
0.585127552,0.816550168,0.247403533,0.383990474,0.792909574,0.784771925,-9870.67764,19753.35528,19794.25284
0.197845629,0.977771424,0.101262078,0.240714066,0.71212761,0.722153303,-9870.88994,19753.77988,19794.67744
0.21885187,0.89956738,0.181909084,0.473097927,0.69764958,0.896714992,-9870.93206,19753.86412,19794.76168
0.934258083,0.979715535,0.100505371,0.978287152,0.699618602,0.60027166,-9871.16356,19754.32712,19795.22468
0.64306992,0.909540399,0.165217603,0.193842025,0.71855571,0.664872016,-9871.81319,19755.62638,19796.52394
0.281514174,0.901377104,0.232167198,0.493033553,0.699742446,0.962690622,-9872.46977,19756.93954,19797.8371
0.671095307,0.971489662,0.121814413,0.195382021,0.754238796,0.668721936,-9873.45889,19758.91778,19799.81534
0.337452499,0.934753429,0.215773471,0.182598847,0.846651144,0.597065302,-9873.46333,19758.92666,19799.82422
0.284183748,0.978477271,0.182483308,0.276609697,0.747613378,0.711572329,-9874.10991,19760.21982,19801.11738
0.30480776,0.903409225,0.313590488,0.138138742,0.900952444,0.621868436,-9875.36173,19762.72346,19803.62102
0.594718733,0.953735728,0.11858312,0.246200399,0.730132609,0.63475075,-9876.15131,19764.30262,19805.20018
0.615217114,0.898068347,0.151448248,0.204019132,0.681872108,0.854780572,-9876.63454,19765.26908,19806.16664
0.329919427,0.979489459,0.144349085,0.355370429,0.790544018,0.597104324,-9876.96436,19765.92872,19806.82628
0.76316859,0.968691,0.09891766,0.23469818,0.700645583,0.694388137,-9877.2529,19766.5058,19807.40336
0.131681089,0.922919831,0.266227896,0.129215041,0.908910258,0.630438518,-9877.84456,19767.68912,19808.58668
0.399032423,0.903136787,0.237421974,0.443218358,0.96883187,0.658487368,-9878.43117,19768.86234,19809.7599
0.520944197,0.969941024,0.197170906,0.057660279,0.699597915,0.781697542,-9879.01188,19770.02376,19810.92132
0.366482613,0.970001036,0.09999482,0.177338786,0.754912162,0.712681963,-9880.0896,19772.1792,19813.07676
0.318983438,0.981014246,0.083861435,0.361328619,0.76140289,0.61907867,-9880.22432,19772.44864,19813.3462
0.172425505,0.972093006,0.109274585,0.360862629,0.872921125,0.609233225,-9880.79435,19773.5887,19814.48626
0.214716918,0.979969074,0.09999843,0.317854071,0.739390886,0.719084136,-9880.94203,19773.88406,19814.78162
0.631825115,0.900012067,0.276222915,0.257690827,0.699852518,0.672975494,-9881.99464,19775.98928,19816.88684
0.645190329,0.905628409,0.188414182,0.147260223,0.70496227,0.891202779,-9883.12632,19778.25264,19819.1502
0.305606548,0.984181076,0.112374489,0.240182322,0.688399395,0.701197746,-9883.46928,19778.93856,19819.83612
0.21229432,0.967643773,0.100071542,0.250743401,0.69718133,0.684492386,-9883.52889,19779.05778,19819.95534
0.594163425,0.878025031,0.305182706,0.252877432,0.736580259,0.925569392,-9884.04252,19780.08504,19820.9826
0.55108612,0.943628145,0.131425266,0.176696537,0.729884198,0.649423505,-9884.64734,19781.29468,19822.19224
0.637690772,0.911871417,0.277445635,0.196681242,0.753998226,0.863263201,-9885.2408,19782.4816,19823.37916
0.573014763,0.971699629,0.192548922,0.216684279,0.733498628,0.685350751,-9885.44284,19782.88568,19823.78324
0.142835198,0.960673123,0.140832798,0.219721532,0.769108525,0.651965584,-9885.84176,19783.68352,19824.58108
0.734936013,0.871727514,0.351693149,0.025126653,0.661036095,0.887012398,-9886.32099,19784.64198,19825.53954
0.79040119,0.978254554,0.095967733,0.20966045,0.701483958,0.775048525,-9887.68437,19787.36874,19828.2663
0.095299148,0.981920355,0.076689362,0.58740224,0.815161381,0.582210032,-9887.81875,19787.6375,19828.53506
0.964998456,0.850630016,0.375822412,0.73554008,0.680793276,0.683040513,-9888.01585,19788.0317,19828.92926
1.306395888,0.967094777,0.243314053,0.46724797,0.892990011,0.594521944,-9888.71883,19789.43766,19830.33522
0.31566026,0.957103278,0.08593635,0.231814443,0.700948533,0.743822115,-9888.90964,19789.81928,19830.71684
0.094944427,0.900003392,0.319252248,0.249497539,0.899951003,0.599992462,-9888.99499,19789.98998,19830.88754
0.252984515,0.942261346,0.210611133,0.069029798,0.769223095,0.703110373,-9889.71117,19791.42234,19832.3199
0.710666123,0.974696579,0.094123863,0.199971956,0.730960285,0.722761849,-9890.83047,19793.66094,19834.5585
0.428880222,0.937080396,0.118645562,0.061813302,0.71999846,0.716480709,-9891.63244,19795.26488,19836.16244
0.346963871,0.91457245,0.154622704,0.266995017,0.803270952,0.581129151,-9892.21143,19796.42286,19837.32042
0.190076489,0.979623835,0.100112177,0.203602123,0.710927706,0.684794675,-9892.25049,19796.50098,19837.39854
0.450954376,0.988058932,0.16739994,0.496015925,0.736679648,0.765327107,-9892.29844,19796.59688,19837.49444
0.420911651,0.931165576,0.096872603,0.247090961,0.770378627,0.654574456,-9892.61184,19797.22368,19838.12124
0.430748801,0.971815561,0.101370289,0.143995511,0.703946471,0.71090003,-9893.77363,19799.54726,19840.44482
0.221710338,0.979945527,0.103498944,0.248216728,0.699969583,0.67219398,-9893.81829,19799.63658,19840.53414
0.78970411,0.929648467,0.229473546,0.186270539,0.756742266,0.652805734,-9893.99711,19799.99422,19840.89178
0.721009526,0.980002027,0.099979734,0.312100713,0.699777074,0.815011905,-9894.26553,19800.53106,19841.42862
0.080947124,0.899974679,0.342419846,0.253247523,0.899796356,0.599973097,-9895.39684,19802.79368,19843.69124
0.308369499,0.891430894,0.347467897,0.079852768,0.954835049,0.618639485,-9895.69332,19803.38664,19844.2842
0.81030925,0.916890314,0.296352941,0.213062426,0.664209621,0.756213355,-9895.96055,19803.9211,19844.81866
0.433890557,0.899895538,0.171717154,0.217820272,0.700033283,0.647220882,-9897.3276,19806.6552,19847.55276
1.274860654,0.980009347,0.099954911,0.408804678,0.699751996,0.686153957,-9897.68654,19807.37308,19848.27064
0.645478695,0.972871602,0.195005593,0.091343737,0.711229491,0.764233824,-9897.89273,19807.78546,19848.68302
0.315994838,0.96937977,0.122109894,0.321853926,0.826911288,0.694416764,-9898.16259,19808.32518,19849.22274
0.322007522,0.978497939,0.089139718,0.195682361,0.733632352,0.670493531,-9899.60985,19811.2197,19852.11726
0.402062246,0.982019895,0.096886592,0.279819858,0.781863332,0.604532105,-9900.29812,19812.59624,19853.4938
0.387685809,0.958676481,0.169713366,0.831601224,0.964994016,0.560917674,-9900.46768,19812.93536,19853.83292
-0.049447575,0.969397729,0.220787648,0.215029745,0.801626374,0.716434796,-9900.93594,19813.87188,19854.76944
0.268295509,0.931535684,0.327537216,0.357002277,0.82991966,0.766725003,-9901.95634,19815.91268,19856.81024
0.664113885,0.971753577,0.110242572,0.176065376,0.723844696,0.659215072,-9902.41417,19816.82834,19857.7259
0.529247639,0.969937817,0.265010289,0.218266403,0.758336438,0.742447772,-9903.53449,19819.06898,19859.96654
0.607904305,0.900014966,0.465590936,0.805915817,0.769746307,0.599932912,-9903.84763,19819.69526,19860.59282
0.165918054,0.980005044,0.100031107,0.155388162,0.69994774,0.772636123,-9904.46642,19820.93284,19861.8304
0.356976837,0.965215754,0.08319967,0.199178078,0.711328984,0.675980372,-9904.65783,19821.31566,19862.21322
0.264254561,0.954547363,0.14269955,-0.074036815,0.687480203,0.82785556,-9905.89004,19823.78008,19864.67764
2.646470658,0.986488886,0.272409024,0.82557943,0.809756118,0.534273782,-9906.50536,19825.01072,19865.90828
0.061384014,0.898953972,0.352037993,0.151884967,0.995105218,0.602763883,-9906.68184,19825.36368,19866.26124
0.854851852,0.898192827,0.3973635,0.553915879,0.70067092,0.895828837,-9907.21512,19826.43024,19867.3278
0.521183806,0.969871051,0.096321938,0.182702554,0.730172314,0.65570809,-9907.48697,19826.97394,19867.8715
0.324349362,0.979959161,0.113476625,0.083970535,0.71184476,0.720563105,-9907.56257,19827.12514,19868.0227
1.061248509,0.971261704,0.148108914,0.37272144,0.634454582,0.662812643,-9907.84395,19827.6879,19868.58546
0.833364969,0.900018046,0.195487121,0.300348933,0.87934639,0.634938828,-9908.5352,19829.0704,19869.96796
0.343632324,0.966233372,0.100580186,0.217542818,0.694470886,0.65602832,-9909.00406,19830.00812,19870.90568
0.526933669,0.857016436,0.397828067,-0.061646548,0.714985947,0.944792359,-9909.17431,19830.34862,19871.24618
1.019855328,0.970003887,0.099980565,0.462608333,0.69978621,0.759740419,-9910.6508,19833.3016,19874.19916
0.899478795,0.90001493,0.370580177,0.430580923,0.841605741,0.599966822,-9911.71904,19835.43808,19876.33564
0.910242532,0.946276209,0.121904118,0.385109368,0.744215636,0.704213183,-9912.05101,19836.10202,19876.99958
0.324118418,0.978262546,0.192676623,0.125532896,0.761897628,0.70122483,-9912.17141,19836.34282,19877.24038
0.361777079,0.899976748,0.418849761,0.37592309,0.899959779,0.600034956,-9913.13952,19838.27904,19879.1766
0.824031893,0.969904554,0.259998461,0.391082466,0.776411423,0.770677714,-9913.19628,19838.39256,19879.29012
0.756357467,0.969638813,0.195081965,0.040537434,0.69938542,0.845279231,-9913.35594,19838.71188,19879.60944
0.754157843,0.931701197,0.183100344,0.185134311,1.058504126,0.547893662,-9914.06723,19840.13446,19881.03202
0.441750139,0.977900008,0.082352952,0.213308283,0.767257278,0.642340295,-9914.15143,19840.30286,19881.20042
0.209448369,0.900003181,0.35566876,0.192001215,0.89995405,0.599992931,-9914.21845,19840.4369,19881.33446
0.270028951,0.984312972,0.169603805,0.131101818,0.763131271,0.717655832,-9915.9351,19843.8702,19884.76776
0.602054212,0.902807899,0.11137829,0.18428776,0.714913308,0.718775076,-9916.02096,19844.04192,19884.93948
0.336069382,0.899953567,0.100011519,0.646702748,0.74661702,0.599924464,-9916.42133,19844.84266,19885.74022
0.363901351,0.899857719,0.383344126,0.255589266,0.899902135,0.599984944,-9916.51148,19845.02296,19885.92052
0.551546165,0.90000279,0.108291892,0.150731268,0.699965901,0.726454979,-9917.06446,19846.12892,19887.02648
0.157548903,0.97941506,0.212459644,0.204199024,0.820512709,0.634340747,-9919.42371,19850.84742,19891.74498
0.632757371,0.970010073,0.306813914,0.354423184,0.846233923,0.654844251,-9919.66482,19851.32964,19892.2272
0.216081796,0.971138371,0.083221745,0.246379205,0.698499356,0.658325591,-9924.16169,19860.32338,19901.22094
0.696855317,0.973278534,0.111356429,0.195073325,0.766128208,0.619284813,-9924.20881,19860.41762,19901.31518
0.170714654,0.899286955,0.328051601,0.124089888,0.899578818,0.60488119,-9924.47135,19860.9427,19901.84026
0.220202659,0.933316729,0.147006735,0.149640274,0.696123261,0.687043432,-9925.73718,19863.47436,19904.37192
0.349032801,0.90000414,0.363147021,0.158422532,0.699949397,0.743907995,-9926.23536,19864.47072,19905.36828
-0.242622816,0.969761934,0.100577065,0.802245787,0.69990236,0.5993156,-9927.13331,19866.26662,19907.16418
0.206216234,0.918135653,0.132690053,0.157493689,0.721326767,0.707953496,-9927.33359,19866.66718,19907.56474
0.776237647,0.801786469,0.450284102,0.271229449,0.76794141,0.883727157,-9927.63827,19867.27654,19908.1741
0.090872234,0.829998801,0.27332872,0.111913694,0.752583395,0.875127749,-9928.54232,19869.08464,19909.9822
0.299561693,0.978775232,0.085087256,0.205487084,0.75692927,0.619607438,-9928.70441,19869.40882,19910.30638
0.583197726,0.967267465,0.239195124,0.053849067,0.793098174,0.735661251,-9928.73089,19869.46178,19910.35934
0.663272975,0.830644202,0.168316509,0.181778638,0.678147573,0.750585591,-9929.12962,19870.25924,19911.1568
0.205585394,0.963734845,0.102983176,0.1618363,0.700254257,0.678651833,-9929.30985,19870.6197,19911.51726
0.417143601,0.981012673,0.20813006,0.178841378,0.86903264,0.602593648,-9930.34043,19872.68086,19913.57842
0.25413445,0.967288249,0.161529203,0.221093911,0.769374719,0.598777937,-9931.17825,19874.3565,19915.25406
0.282653094,0.900004921,0.362922082,0.665439738,0.899928924,0.754340982,-9933.52497,19879.04994,19919.9475
0.571249874,0.970003312,0.344671469,1.167987336,0.699874358,0.648154662,-9934.1572,19880.3144,19921.21196
0.388573168,0.969890887,0.099994433,0.213326152,0.699938763,0.634265465,-9934.27129,19880.54258,19921.44014
0.60682412,0.92594204,0.131596742,0.264982794,0.698212521,0.613793266,-9934.62988,19881.25976,19922.15732
0.295902258,0.962538175,0.10847011,0.226668357,0.775381792,0.592950642,-9934.9621,19881.9242,19922.82176
0.133332292,0.970074235,0.143550345,-0.085516573,0.672237345,0.826034814,-9935.72811,19883.45622,19924.35378
0.221560069,0.899953259,0.17360046,0.470202115,0.699553451,0.94566152,-9937.9251,19887.8502,19928.74776
0.536785934,0.958388638,0.148118588,0.171984552,0.73913705,0.614297227,-9939.42858,19890.85716,19931.75472
0.309554603,0.899227096,0.128399937,0.113643855,0.714770917,0.705132457,-9939.43088,19890.86176,19931.75932
0.295234627,0.9811516,0.10078714,0.209187904,0.699352377,0.648027531,-9939.67872,19891.35744,19932.255
0.604289648,0.970925501,0.165914167,0.181415692,0.739296746,0.626941544,-9940.56265,19893.1253,19934.02286
0.593939803,0.979481362,0.183872693,0.048311801,0.872730802,0.635376557,-9941.29731,19894.59462,19935.49218
0.584179127,0.970449224,0.26856834,0.164285009,0.877312356,0.665686715,-9941.77621,19895.55242,19936.44998
0.638594017,0.96997046,0.099790344,0.235317067,0.699830155,0.619275083,-9942.73267,19897.46534,19938.3629
-0.212691137,0.891028001,0.351648284,0.640849386,0.697634244,0.920210227,-9943.79919,19899.59838,19940.49594
0.901719361,0.900013335,0.426435188,0.899007855,0.751005208,0.800404647,-9945.7248,19903.4496,19944.34716
0.353403231,0.953987093,0.142727879,0.147226177,0.724189309,0.635317752,-9946.6237,19905.2474,19946.14496
0.328828568,0.898051695,0.401871384,0.141585058,0.717586924,0.750851335,-9947.14569,19906.29138,19947.18894
0.754048292,0.903761812,0.386842927,-0.03106835,0.711167958,0.907517014,-9947.18489,19906.36978,19947.26734
0.39744631,0.97604387,0.102606858,0.203773257,0.744422219,0.609593287,-9950.30226,19912.60452,19953.50208
0.277660308,0.977545086,0.122553365,0.202053245,0.738651197,0.614203603,-9952.74973,19917.49946,19958.39702
0.550753841,0.970760094,0.187399824,0.191166145,0.718613082,0.638726541,-9956.39193,19924.78386,19965.68142
0.443835562,0.980118246,0.143598712,-0.004333062,0.790680543,0.672311241,-9956.75155,19925.5031,19966.40066
0.829748807,0.958996339,0.298915225,0.136992451,0.711257606,0.742997726,-9957.12895,19926.2579,19967.15546
0.542859394,0.969376072,0.24958514,0.234731163,0.81375992,0.599707504,-9959.04714,19930.09428,19970.99184
0.251962972,0.930499697,0.154426788,0.167494293,0.703943699,0.64657412,-9959.33004,19930.66008,19971.55764
0.885082272,0.96918392,0.364859489,0.544629609,0.870094824,0.598585689,-9960.13468,19932.26936,19973.16692
0.310346948,0.898670472,0.403337084,0.070482255,0.69845496,0.78654924,-9961.37857,19934.75714,19975.6547
0.27580116,0.906876158,0.417431763,0.202300939,0.906156384,0.74803551,-9961.8839,19935.7678,19976.66536
-0.067427419,0.960317812,0.35510115,0.57244322,0.714828886,0.615359174,-9962.91428,19937.82856,19978.72612
0.391621003,0.972983216,0.18930441,0.273855147,0.725538409,0.602633915,-9963.12348,19938.24696,19979.14452
0.812720294,0.969870613,0.295511106,0.035783829,0.699927385,0.818854962,-9965.18703,19942.37406,19983.27162
0.564871202,0.897667893,0.440145134,0.154416369,0.709183122,0.79601683,-9966.06174,19944.12348,19985.02104
0.330344449,0.899841916,0.391643032,0.100840306,0.699907993,1.055084974,-9966.84214,19945.68428,19986.58184
0.438071381,0.899776611,0.395098692,0.182880034,0.742859748,0.690733026,-9967.10498,19946.20996,19987.10752
0.384066767,0.969538018,0.161383488,0.570140308,0.69879156,0.931404659,-9970.26651,19952.53302,19993.43058
0.43249743,0.976393376,0.188589764,0.032733872,0.89348294,0.621226093,-9971.35607,19954.71214,19995.6097
0.743431956,0.89721794,0.354666784,0.154694184,0.864987963,0.596791162,-9972.53971,19957.07942,19997.97698
0.517355029,0.899999591,0.234829444,0.088416273,0.786653637,0.600002048,-9975.3574,19962.7148,20003.61236
0.597585936,0.902967253,0.104529246,0.049611154,0.715776951,0.70720052,-9976.22278,19964.44556,20005.34312
0.29339876,0.975148895,0.151802558,0.218040513,0.714801709,0.619456689,-9977.41861,19966.83722,20007.73478
1.516224776,0.952278011,0.343649936,0.357338151,0.69914894,0.784448956,-9981.10063,19974.20126,20015.09882
0.290898796,0.979945743,0.230456869,0.264364447,0.767992887,0.600619525,-9981.46664,19974.93328,20015.83084
0.197059378,0.898882017,0.367661094,0.266923035,0.74216841,1.014887138,-9981.6244,19975.2488,20016.14636
0.3040827,0.979825382,0.108879624,0.151128577,0.713025079,0.864000215,-9982.57501,19977.15002,20018.04758
0.234339061,0.93532951,0.416541321,0.247628534,0.753790283,0.752406008,-9986.042,19984.084,20024.98156
0.327252135,0.894352544,0.139394056,0.164546506,0.715844238,0.639493073,-9986.27182,19984.54364,20025.4412
0.676395554,0.900709912,0.101218987,0.14213098,0.700243842,0.693976259,-9988.0205,19988.041,20028.93856
