Parameter,miu,be,sig,a,p,LogL,AIC,BIC
Estimate,0.565808136,0.939682018,0.171203721,0.377449681,4.048801333,-9994.016674,19998.03335,20032.11465
Estimate,0.565689894,0.939707558,0.181301076,0.361477225,3.958813856,-9997.438875,20004.87775,20038.95905
Estimate,0.5657663,0.996295998,0.181189149,0.365945144,4.012434749,-9986.758989,19983.51798,20017.59928
Estimate,0.566507508,0.939330298,0.182206875,0.378021961,4.040795914,-9990.120202,19990.2404,20024.3217
Estimate,0.56361158,0.939317321,0.181936004,0.398396035,3.965105095,-9970.487308,19950.97462,19985.05592
Estimate,0.566293306,0.959629162,0.181332484,0.355346334,4.008371201,-9991.641108,19993.28222,20027.36352
Estimate,0.567364528,0.939394477,0.181710667,0.380236615,4.024242716,-9982.354285,19974.70857,20008.78987
Estimate,0.565927109,0.939692309,0.180997696,0.348263738,4.254955144,-9999.300795,20008.60159,20042.68289
Estimate,0.565272569,0.959636053,0.181591448,0.374882871,3.994695833,-9982.490978,19974.98196,20009.06326
Estimate,0.586630314,0.929418811,0.18184824,0.396258464,3.880730515,-9983.198671,19976.39734,20010.47864
Estimate,0.566133099,0.939230238,0.18167875,0.374606769,3.96051696,-9975.944183,19961.88837,19995.96967
Estimate,0.565749986,0.969508576,0.181402441,0.365480994,3.929938226,-9975.622966,19961.24593,19995.32723
Estimate,0.566151656,0.939414507,0.151674923,0.378537384,3.950344609,-9971.438232,19952.87646,19986.95777
Estimate,0.565666385,0.939653153,0.171270543,0.369855578,4.005744773,-9988.685199,19987.3704,20021.4517
Estimate,0.566314111,0.939717745,0.181091049,0.35596997,4.032392607,-9995.141111,20000.28222,20034.36352
Estimate,0.560604165,0.939644934,0.151077753,0.371086222,4.012321587,-9993.640017,19997.28003,20031.36133
Estimate,0.563175267,0.990157275,0.192498539,0.397666042,3.944545653,-9975.033239,19960.06648,19994.14778
Estimate,0.566742547,0.969622389,0.171111229,0.375635909,3.964479363,-9997.81564,20005.63128,20039.71258
Estimate,0.565431127,0.969677601,0.181319966,0.346650997,3.954723943,-9998.268206,20006.53641,20040.61771
Estimate,0.566331115,0.939713292,0.181348187,0.37564348,3.962546328,-9992.627737,19995.25547,20029.33677
Estimate,0.525448157,0.939416884,0.182071091,0.385511476,3.934360016,-9980.905708,19971.81142,20005.89272
Estimate,0.566189831,0.939544422,0.191148525,0.359426643,3.967458286,-9994.848005,19999.69601,20033.77731
Estimate,0.564161505,0.958549195,0.172778776,0.396682108,3.803302045,-9961.449773,19932.89955,19966.98085
Estimate,0.565982075,0.939492659,0.181467641,0.341876992,3.993810238,-9996.971875,20003.94375,20038.02505
Estimate,0.554402308,0.939701687,0.181445069,0.376236966,3.957360375,-9990.507675,19991.01535,20025.09665
Estimate,0.565551729,0.9387197,0.182405216,0.373455289,4.084727904,-9974.3957,19958.7914,19992.8727
Estimate,0.566212838,0.939699665,0.180992861,0.363127471,4.010792457,-10000.05352,20010.10704,20044.18834
Estimate,0.565699611,0.939639952,0.181477401,0.374739057,3.979623058,-9985.07763,19980.15526,20014.23656
Estimate,0.585950362,0.939479939,0.181482637,0.395690082,3.9704191,-9984.517682,19979.03536,20013.11667
Estimate,0.565172491,0.939623472,0.181507244,0.385965744,3.963025414,-9985.379738,19980.75948,20014.84078
Estimate,0.575263852,0.996947373,0.151324047,0.378040238,3.963557969,-9983.890114,19977.78023,20011.86153
Estimate,0.56694491,0.939617003,0.181785513,0.387630737,3.899314466,-9992.549219,19995.09844,20029.17974
Estimate,0.585688687,0.939697705,0.151401977,0.372440155,3.997178576,-9987.65513,19985.31026,20019.39156
Estimate,0.566359792,0.996429991,0.181488222,0.37265776,3.968142722,-9987.287119,19984.57424,20018.65554
Estimate,0.563015538,0.95961315,0.181400036,0.391566389,3.968336608,-9992.702653,19995.40531,20029.48661
Estimate,0.558855077,0.929674563,0.171006974,0.366752773,4.026296719,-9998.595801,20007.1916,20041.2729
Estimate,0.586010135,0.939700628,0.213283861,0.372487879,3.958522526,-9996.39946,20002.79892,20036.88022
Estimate,0.56634082,0.939738666,0.181445609,0.377104429,3.957258564,-9996.992864,20003.98573,20038.06703
Estimate,0.565305084,0.939615551,0.181104953,0.374523579,4.055402906,-9992.75678,19995.51356,20029.59486
Estimate,0.566096982,0.959480085,0.181405925,0.369805148,4.013017298,-9973.800346,19957.60069,19991.68199
Estimate,0.584102496,0.939698761,0.180999936,0.381006736,3.979468273,-9996.269792,20002.53958,20036.62089
Estimate,0.565997462,0.939703186,0.181574876,0.379340031,3.957673052,-9996.187923,20002.37585,20036.45715
Estimate,0.565747691,0.939612218,0.181316265,0.37376704,3.96305819,-9980.104303,19970.20861,20004.28991
Estimate,0.585454283,0.969729435,0.181215222,0.358955133,3.981652267,-9998.073518,20006.14704,20040.22834
Estimate,0.566476868,0.929662635,0.181096654,0.369251224,4.036014837,-9995.902227,20001.80445,20035.88575
Estimate,0.566991297,0.939545116,0.181308311,0.355117504,3.939355039,-9999.266146,20008.53229,20042.61359
Estimate,0.566796859,0.939466323,0.181580714,0.379684666,3.954860251,-9985.859096,19981.71819,20015.79949
Estimate,0.586158423,0.939699779,0.181386723,0.353309479,3.977874942,-9997.437893,20004.87579,20038.95709
Estimate,0.565898446,0.939579458,0.181321632,0.377546136,3.959238995,-9980.352041,19970.70408,20004.78538
Estimate,0.567174781,0.939709859,0.181360191,0.368958685,3.958098515,-10000.03108,20010.06217,20044.14347
Estimate,0.565576505,0.995883725,0.191650414,0.370638934,3.966304276,-9979.01612,19968.03224,20002.11354
Estimate,0.56421988,0.929686886,0.180992225,0.367490576,3.953795975,-9994.238067,19998.47613,20032.55743
Estimate,0.586051043,0.929585142,0.181060877,0.366632891,3.969297685,-9997.28508,20004.57016,20038.65146
Estimate,0.565106836,0.939364886,0.181475412,0.393088536,3.934071959,-9973.674611,19957.34922,19991.43052
Estimate,0.566277028,0.939735127,0.213658493,0.370297698,3.959487798,-9990.77659,19991.55318,20025.63448
Estimate,0.566273608,0.939323425,0.191508489,0.370894829,3.946573181,-9978.718439,19967.43688,20001.51818
Estimate,0.565718393,0.939673215,0.181317304,0.376953528,3.956789591,-9982.833699,19975.6674,20009.7487
Estimate,0.575110522,0.993786104,0.181740139,0.394952367,4.069179035,-9975.135803,19960.27161,19994.35291
Estimate,0.564811983,0.939665344,0.181377471,0.372228262,3.940406654,-9982.192355,19974.38471,20008.46601
Estimate,0.566137434,0.939618719,0.181363634,0.373776799,3.9676646,-9978.269033,19966.53807,20000.61937
Estimate,0.565534864,0.939642611,0.181410375,0.384825154,3.975882793,-9989.771459,19989.54292,20023.62422
Estimate,0.566085786,0.994641203,0.181534176,0.372206517,4.042347675,-9975.6227,19961.2454,19995.3267
Estimate,0.566167424,0.939598169,0.151822803,0.385965095,3.930925352,-9989.537001,19989.074,20023.1553
Estimate,0.574516224,0.997153609,0.18133423,0.386266298,3.978694346,-9995.41181,20000.82362,20034.90492
Estimate,0.566506713,0.969645875,0.151475877,0.368198036,3.928242422,-9992.981381,19995.96276,20030.04406
Estimate,0.575854913,0.939487025,0.181288325,0.366278624,4.05770835,-9979.468704,19968.93741,20003.01871
Estimate,0.566384148,0.939625509,0.181359932,0.359423881,3.959820898,-9995.20967,20000.41934,20034.50064
Estimate,0.526498597,0.997000066,0.181630062,0.384974887,3.956851698,-9998.723313,20007.44663,20041.52793
Estimate,0.564657773,0.939423318,0.218570716,0.371210333,4.377747194,-9969.658815,19949.31763,19983.39893
Estimate,0.586029012,0.996228285,0.211248385,0.367975496,3.988742814,-9988.734505,19987.46901,20021.55031
Estimate,0.525674213,0.997161609,0.151322702,0.386412905,3.982173166,-9999.425449,20008.8509,20042.9322
Estimate,0.562970735,0.928602809,0.18249726,0.402105798,3.909020141,-9974.792968,19959.58594,19993.66724
Estimate,0.566338199,0.969643708,0.181478998,0.359920631,3.962804052,-9991.763797,19993.52759,20027.6089
Estimate,0.564956836,0.939474744,0.181571804,0.359598248,4.147261137,-9970.892871,19951.78574,19985.86704
Estimate,0.525710337,0.939412513,0.181669137,0.377500563,3.967650383,-9968.248122,19946.49624,19980.57755
Estimate,0.565554666,0.93951504,0.19156268,0.362720238,4.023639661,-9972.681797,19955.36359,19989.44489
Estimate,0.566163069,0.939706148,0.151453641,0.368707481,3.956646037,-9990.227008,19990.45402,20024.53532
Estimate,0.566002566,0.939422688,0.171710333,0.390649286,3.955062449,-9970.427439,19950.85488,19984.93618
Estimate,0.565803713,0.939321418,0.1520723,0.390124136,3.990986921,-9972.598922,19955.19784,19989.27914
Estimate,0.564103591,0.938412428,0.181973899,0.362619198,4.122942259,-9999.916415,20009.83283,20043.91413
Estimate,0.57654612,0.969649489,0.171358283,0.385680707,3.944384097,-9994.655004,19999.31001,20033.39131
Estimate,0.565913272,0.939733853,0.181336467,0.361820575,3.979404757,-9997.957562,20005.91512,20039.99643
Estimate,0.565171929,0.95960809,0.170999583,0.364686717,3.919504475,-9992.525332,19995.05066,20029.13197
Estimate,0.566453899,0.939696672,0.181103821,0.367349535,4.006504712,-9996.400927,20002.80185,20036.88315
Estimate,0.5668691,0.93972567,0.1813311,0.364148962,4.041021276,-9998.239369,20006.47874,20040.56004
Estimate,0.563803295,0.938753752,0.217645751,0.39267134,3.819967188,-9987.403911,19984.80782,20018.88912
Estimate,0.525312795,0.929699654,0.181079632,0.354193074,3.991490829,-9993.243444,19996.48689,20030.56819
Estimate,0.565945524,0.939703894,0.191468423,0.374781869,4.058901406,-9991.979102,19993.9582,20028.03951
Estimate,0.52606377,0.939161715,0.182214703,0.396191254,4.002207837,-9979.594441,19969.18888,20003.27018
Estimate,0.56653768,0.939208127,0.182415659,0.374744004,4.347060543,-9999.618775,20009.23755,20043.31885
Estimate,0.566750399,0.939422214,0.191960142,0.387995851,4.016335899,-9986.520026,19983.04005,20017.12135
Estimate,0.564229738,0.939678381,0.210062099,0.384284413,4.045134768,-9999.170038,20008.34008,20042.42138
Estimate,0.565973936,0.939699485,0.191352598,0.376373028,4.02610159,-9987.780934,19985.56187,20019.64317
Estimate,0.567043553,0.939465556,0.15153777,0.362596722,3.990381154,-9991.83208,19993.66416,20027.74546
Estimate,0.56645366,0.939687104,0.181283459,0.366087393,3.979441867,-9996.177235,20002.35447,20036.43577
Estimate,0.566089454,0.929363767,0.181563163,0.375601688,3.954320883,-9974.518975,19959.03795,19993.11925
Estimate,0.565384622,0.959163062,0.152372164,0.369825694,4.066117139,-9975.695958,19961.39192,19995.47322
Estimate,0.565064894,0.939698718,0.1510973,0.369581251,3.956705742,-9983.311634,19976.62327,20010.70457
Estimate,0.56613549,0.939581295,0.181334427,0.349864022,4.016576874,-9988.950404,19987.90081,20021.98211
Estimate,0.565538928,0.939347751,0.181944414,0.357197812,4.034767824,-9982.60973,19975.21946,20009.30076
Estimate,0.565920623,0.939701228,0.151406056,0.352948042,3.986200686,-10000.0722,20010.1444,20044.2257
Estimate,0.566053507,0.939706477,0.181277603,0.361518249,3.957008133,-9991.632799,19993.2656,20027.3469
Estimate,0.566042089,0.939724453,0.171334725,0.378396613,3.966710058,-9995.08774,20000.17548,20034.25678
Estimate,0.56259792,0.939051176,0.19215883,0.371893059,4.034508947,-9977.469266,19964.93853,19999.01983
Estimate,0.566326611,0.929543157,0.181411002,0.359225689,4.010279385,-9981.458534,19972.91707,20006.99837
Estimate,0.565770549,0.96955981,0.181385088,0.366045224,3.965496273,-9981.563782,19973.12756,20007.20887
Estimate,0.566377247,0.939321123,0.171484933,0.371478824,3.923411684,-9981.076123,19972.15225,20006.23355
Estimate,0.566130482,0.939628896,0.171326593,0.363103843,4.03572988,-9981.474549,19972.9491,20007.0304
Estimate,0.565506557,0.939609617,0.181449358,0.380627125,3.97197185,-9978.964018,19967.92804,20002.00934
Estimate,0.565248679,0.939605266,0.181142457,0.383537239,3.936523548,-9986.502791,19983.00558,20017.08688
Estimate,0.564130127,0.939309873,0.151429548,0.409520519,4.001803229,-10000.36668,20010.73337,20044.81467
Estimate,0.574996867,0.93939825,0.181513059,0.402214334,3.941823332,-9979.502038,19969.00408,20003.08538
Estimate,0.566113961,0.939699641,0.18142742,0.35380476,4.005430203,-10000.06532,20010.13064,20044.21194
Estimate,0.565062194,0.939614641,0.181162173,0.38695627,4.040481474,-9995.142425,20000.28485,20034.36615
Estimate,0.565656177,0.93970045,0.181316374,0.367761786,3.999384896,-9984.026798,19978.0536,20012.1349
Estimate,0.56560965,0.939699629,0.181538182,0.3755744,3.956913479,-9994.234635,19998.46927,20032.55057
Estimate,0.565473881,0.939390695,0.181413693,0.343844041,3.940031216,-9996.140413,20002.28083,20036.36213
Estimate,0.565251441,0.939451852,0.17148287,0.378587774,3.950680999,-9964.791568,19939.58314,19973.66444
Estimate,0.565224879,0.959503125,0.181345843,0.374924171,3.990145301,-9971.863519,19953.72704,19987.80834
Estimate,0.566252129,0.939704069,0.18183272,0.380803073,3.979968748,-10000.08969,20010.17938,20044.26068
Estimate,0.566767497,0.939707117,0.181436753,0.36303378,3.99511219,-9999.638348,20009.2767,20043.358
Estimate,0.565777474,0.939666661,0.181239595,0.367642961,3.964678601,-9987.2604,19984.5208,20018.6021
Estimate,0.585480268,0.939623506,0.180978023,0.35916609,3.951773309,-9997.589527,20005.17905,20039.26035
Estimate,0.565608074,0.939700383,0.1809872,0.359566925,4.010724639,-9997.165095,20004.33019,20038.41149
Estimate,0.566456205,0.939596256,0.181942315,0.378761471,3.926462612,-9996.283619,20002.56724,20036.64854
Estimate,0.525971045,0.939525593,0.181590348,0.381161347,4.173042396,-9985.439223,19980.87845,20014.95975
Estimate,0.566199391,0.939459882,0.181708684,0.368297934,3.983413939,-9979.576385,19969.15277,20003.23407
Estimate,0.565572656,0.939673815,0.181262681,0.374104372,3.961663912,-9981.043812,19972.08762,20006.16892
Estimate,0.566108239,0.939371229,0.181414839,0.387246095,3.968216899,-9986.81166,19983.62332,20017.70462
Estimate,0.564899747,0.93907104,0.18223422,0.400655419,3.948540679,-9960.806593,19931.61319,19965.69449
Estimate,0.585858678,0.939653746,0.181040181,0.364607148,4.025302274,-9994.60487,19999.20974,20033.29104
Estimate,0.554722066,0.939087854,0.182179947,0.385509678,4.021750172,-9966.27714,19942.55428,19976.63558
Estimate,0.566283374,0.993606994,0.181425066,0.356657396,4.0493644,-9985.334759,19980.66952,20014.75082
Estimate,0.525107032,0.996185758,0.181542477,0.385826971,4.01382989,-9976.930404,19963.86081,19997.94211
Estimate,0.565980593,0.995119594,0.171541353,0.39577234,3.943541428,-9982.973249,19975.9465,20010.0278
Estimate,0.56527634,0.993533553,0.181431802,0.365431392,4.004640543,-9968.553483,19947.10697,19981.18827
Estimate,0.56516241,0.969674252,0.170983075,0.366706196,3.954546449,-9996.613365,20003.22673,20037.30803
Estimate,0.566117942,0.939444301,0.18146209,0.380676498,3.955709694,-9976.622678,19963.24536,19997.32666
Estimate,0.565917079,0.939650705,0.181394583,0.364519191,3.954118317,-9989.618346,19989.23669,20023.31799
Estimate,0.565141992,0.996105807,0.151658261,0.389021422,3.94650202,-9983.404554,19976.80911,20010.89041
Estimate,0.566421217,0.939698952,0.18113957,0.363029711,3.968088477,-10000.03684,20010.07367,20044.15497
Estimate,0.565724837,0.996653931,0.191843903,0.380260063,3.985644519,-9997.396131,20004.79226,20038.87356
Estimate,0.565923208,0.939414902,0.181474947,0.383187344,3.946592859,-9972.857163,19955.71433,19989.79563
Estimate,0.565128195,0.95970038,0.181165688,0.377742305,3.955107713,-9992.930516,19995.86103,20029.94233
Estimate,0.566059182,0.939711351,0.181267571,0.384375577,3.969188704,-9996.236309,20002.47262,20036.55392
Estimate,0.526104907,0.939672319,0.181296465,0.368954767,4.009010086,-9990.330809,19990.66162,20024.74292
Estimate,0.566681168,0.997193375,0.151054302,0.366756197,3.950837359,-9998.239639,20006.47928,20040.56058
Estimate,0.525485316,0.939637447,0.181238222,0.370757556,4.074620821,-9983.899075,19977.79815,20011.87945
Estimate,0.561813668,0.938976987,0.182237206,0.366420118,3.97604647,-9979.531615,19969.06323,20003.14453
Estimate,0.565606499,0.939609259,0.181023059,0.351610207,3.958603395,-9998.625664,20007.25133,20041.33263
Estimate,0.559330012,0.939639612,0.181206889,0.376941617,3.953027567,-9982.199684,19974.39937,20008.48067
Estimate,0.526008359,0.994408473,0.215519282,0.382933702,4.017005341,-9973.676097,19957.35219,19991.43349
Estimate,0.564759494,0.939450555,0.181223875,0.364637191,3.983202793,-9977.317301,19964.6346,19998.7159
Estimate,0.565762565,0.93965318,0.181197843,0.368114127,3.942542858,-9989.642989,19989.28598,20023.36728
Estimate,0.565666623,0.929783539,0.181116386,0.372375687,4.036771688,-9998.710663,20007.42133,20041.50263
Estimate,0.566120322,0.939062994,0.182697519,0.386818581,4.011663002,-9990.32949,19990.65898,20024.74028
Estimate,0.566079433,0.939670778,0.18137966,0.356860278,3.991525186,-9989.374765,19988.74953,20022.83083
Estimate,0.565638296,0.939697399,0.180997454,0.369053427,4.022614047,-9995.592636,20001.18527,20035.26657
Estimate,0.565393002,0.939709089,0.181008218,0.366187223,3.956799314,-9996.390994,20002.78199,20036.86329
Estimate,0.565817976,0.939672087,0.181256802,0.38541919,4.019325635,-9999.560093,20009.12019,20043.20149
Estimate,0.566534129,0.939477697,0.181608478,0.382668353,4.05223241,-9982.022271,19974.04454,20008.12584
Estimate,0.566477425,0.929464028,0.181372108,0.373367029,4.092514199,-9989.240009,19988.48002,20022.56132
Estimate,0.565469842,0.93937116,0.181479049,0.359803071,3.9681664,-9972.725222,19955.45044,19989.53174
Estimate,0.56666728,0.93950536,0.215103389,0.370600721,3.968669755,-9984.359224,19978.71845,20012.79975
Estimate,0.565889549,0.939370722,0.151533241,0.367729151,4.038136943,-9974.260063,19958.52013,19992.60143
Estimate,0.56649369,0.939653749,0.213221986,0.384239987,3.986978737,-9991.355678,19992.71136,20026.79266
Estimate,0.566005224,0.997084309,0.181518763,0.374195282,3.965863994,-9998.75636,20007.51272,20041.59402
